Year,Min age,Max age,Sex,Chip Time (min)
09,45,49,M,237
09,30,34,M,240
09,25,29,M,242
09,60,64,M,240
09,35,39,M,242
09,30,34,F,238
09,50,54,M,242
09,45,49,M,243
09,50,54,F,239
09,40,44,M,239
09,30,34,M,243
09,45,49,F,242
09,30,34,F,241
09,55,59,M,240
09,25,29,F,239
09,40,44,M,241
09,30,34,M,242
09,40,44,M,239
09,50,54,M,242
09,30,34,M,243
09,45,49,M,244
09,30,34,F,236
09,35,39,M,242
09,35,39,M,243
09,35,39,F,240
09,40,44,M,242
09,40,44,M,240
09,30,34,M,241
09,18,24,F,235
09,45,49,F,241
09,40,44,M,243
09,55,59,M,242
09,25,29,M,244
09,30,34,F,237
09,30,34,F,244
09,35,39,F,241
09,40,44,F,235
09,35,39,M,243
09,60,64,M,242
09,45,49,F,242
09,40,44,F,236
09,30,34,F,239
09,18,24,F,239
09,45,49,M,245
09,40,44,F,242
09,55,59,F,240
09,18,24,F,243
09,40,44,M,239
09,50,54,M,242
09,40,44,M,246
09,45,49,M,243
09,35,39,F,244
09,40,44,M,244
09,45,49,M,244
09,30,34,F,239
09,60,64,M,244
09,35,39,M,242
09,25,29,M,243
09,40,44,F,242
09,30,34,M,243
09,50,54,F,240
09,40,44,F,244
09,35,39,F,242
09,45,49,M,245
09,30,34,M,244
09,35,39,F,242
09,50,54,M,244
09,40,44,M,245
09,35,39,M,245
09,40,44,F,243
09,60,64,M,246
09,35,39,M,245
09,40,44,F,243
09,45,49,F,241
09,35,39,M,245
09,45,49,F,240
09,55,59,F,247
09,25,29,F,247
09,18,24,F,244
09,25,29,M,239
09,45,49,M,245
09,30,34,F,243
09,60,64,F,238
09,35,39,M,244
09,18,24,F,237
09,35,39,F,247
09,18,24,M,245
09,50,54,F,241
09,35,39,F,243
09,45,49,F,244
09,18,24,F,243
09,40,44,F,243
09,35,39,M,244
09,45,49,F,243
09,45,49,M,245
09,55,59,M,243
09,45,49,M,244
09,30,34,M,245
09,40,44,F,244
09,40,44,M,240
09,40,44,M,244
09,25,29,F,241
09,60,64,M,242
09,30,34,F,243
09,40,44,F,245
09,45,49,M,238
09,18,24,M,240
09,50,54,M,240
09,40,44,M,242
09,40,44,M,246
09,45,49,M,245
09,30,34,F,245
09,25,29,M,239
09,30,34,M,244
09,30,34,F,244
09,45,49,M,246
09,35,39,F,244
09,30,34,F,238
09,45,49,F,244
09,35,39,M,240
09,30,34,M,247
09,35,39,M,248
09,40,44,M,239
09,40,44,F,247
09,35,39,M,243
09,40,44,F,238
09,30,34,M,248
09,25,29,F,246
09,18,24,M,242
09,30,34,M,248
09,45,49,F,244
09,40,44,M,249
09,30,34,F,244
09,45,49,M,248
09,25,29,F,246
09,50,54,M,244
09,30,34,F,244
09,25,29,M,249
09,35,39,M,247
09,30,34,M,249
09,35,39,F,244
09,50,54,F,244
09,55,59,M,248
09,25,29,M,248
09,35,39,M,248
09,30,34,F,243
09,50,54,F,241
09,25,29,F,248
09,30,34,F,249
09,50,54,F,242
09,40,44,F,248
09,35,39,M,243
09,50,54,M,241
09,45,49,M,247
09,35,39,M,247
09,60,64,M,247
09,35,39,M,246
09,40,44,M,246
09,30,34,M,246
09,40,44,F,249
09,18,24,M,240
09,30,34,F,248
09,45,49,M,248
09,40,44,M,246
09,45,49,M,250
09,45,49,M,249
09,18,24,F,249
09,18,24,F,247
09,30,34,M,248
09,50,54,F,243
09,40,44,M,249
09,50,54,M,246
09,25,29,F,245
09,40,44,F,246
09,45,49,F,249
09,18,24,F,249
09,35,39,F,247
09,25,29,F,249
09,25,29,M,244
09,30,34,F,249
09,50,54,F,247
09,35,39,F,242
09,55,59,M,250
09,55,59,M,248
09,45,49,M,247
09,35,39,M,248
09,45,49,F,249
09,35,39,M,247
09,50,54,M,247
09,30,34,F,250
09,45,49,M,249
09,45,49,M,246
09,40,44,F,248
09,60,64,M,252
09,50,54,F,246
09,30,34,M,249
09,35,39,M,250
09,30,34,M,251
09,35,39,F,246
09,30,34,M,245
09,30,34,M,252
09,35,39,F,249
09,40,44,F,249
09,45,49,F,248
09,45,49,M,250
09,18,24,F,249
09,50,54,M,248
09,45,49,M,252
09,40,44,M,247
09,35,39,M,251
09,30,34,M,247
09,45,49,F,251
09,60,64,M,251
09,45,49,M,246
09,45,49,F,249
09,50,54,M,251
09,35,39,M,243
09,18,24,M,248
09,40,44,M,250
09,40,44,M,251
09,35,39,F,251
09,45,49,M,250
09,35,39,F,251
09,35,39,F,246
09,55,59,M,252
09,18,24,F,253
09,55,59,M,249
09,35,39,F,252
09,30,34,F,249
09,35,39,M,250
09,35,39,F,248
09,35,39,F,252
09,45,49,M,252
09,45,49,M,245
09,25,29,F,247
09,40,44,F,248
09,40,44,M,248
09,45,49,F,249
09,25,29,F,249
09,45,49,M,251
09,35,39,M,252
09,30,34,M,247
09,45,49,M,253
09,45,49,M,247
09,45,49,F,251
09,25,29,F,251
09,45,49,M,248
09,55,59,F,252
09,35,39,M,250
09,30,34,M,254
09,45,49,F,244
09,40,44,M,251
09,18,24,F,248
09,55,59,M,249
09,45,49,M,251
09,25,29,M,253
09,50,54,M,252
09,35,39,M,251
09,35,39,M,251
09,30,34,M,253
09,35,39,M,252
09,45,49,M,253
09,35,39,M,247
09,50,54,F,251
09,30,34,M,252
09,45,49,M,250
09,50,54,F,252
09,35,39,M,251
09,40,44,F,252
09,45,49,M,250
09,50,54,M,252
09,40,44,M,251
09,45,49,M,255
09,35,39,M,253
09,45,49,F,252
09,50,54,M,255
09,40,44,M,255
09,25,29,M,243
09,18,24,M,255
09,35,39,F,252
09,25,29,F,253
09,25,29,M,253
09,40,44,F,244
09,40,44,M,252
09,55,59,M,254
09,30,34,F,252
09,40,44,M,246
09,40,44,F,252
09,35,39,M,252
09,45,49,M,253
09,30,34,F,251
09,45,49,M,250
09,45,49,F,256
09,45,49,F,253
09,50,54,M,248
09,50,54,F,246
09,55,59,M,251
09,35,39,F,249
09,35,39,F,248
09,35,39,F,248
09,18,24,F,255
09,18,24,M,255
09,40,44,M,255
09,35,39,M,255
09,45,49,M,250
09,50,54,M,249
09,35,39,F,248
09,55,59,F,250
09,55,59,M,253
09,18,24,F,255
09,60,64,M,251
09,18,24,F,251
09,30,34,M,253
09,45,49,M,257
09,50,54,M,257
09,18,24,M,252
09,30,34,M,249
09,30,34,F,253
09,55,59,M,251
09,25,29,M,257
09,35,39,M,253
09,35,39,M,253
09,55,59,M,250
09,50,54,M,255
09,18,24,M,252
09,60,64,M,258
09,40,44,F,252
09,30,34,M,255
09,35,39,M,248
09,50,54,M,254
09,25,29,F,254
09,45,49,M,254
09,55,59,F,257
09,45,49,F,249
09,25,29,F,256
09,45,49,M,256
09,55,59,M,254
09,40,44,M,253
09,35,39,M,257
09,55,59,M,257
09,30,34,M,256
09,30,34,F,256
09,40,44,M,256
09,45,49,M,257
09,45,49,M,253
09,35,39,F,258
09,35,39,M,255
09,40,44,M,255
09,25,29,M,257
09,25,29,F,256
09,40,44,F,256
09,30,34,M,255
09,18,24,F,254
09,40,44,M,252
09,40,44,M,257
09,30,34,M,247
09,45,49,M,252
09,18,24,M,255
09,50,54,M,257
09,45,49,M,256
09,35,39,M,251
09,40,44,F,254
09,50,54,F,257
09,25,29,F,253
09,40,44,M,257
09,45,49,M,252
09,35,39,F,254
09,35,39,F,257
09,50,54,M,254
09,30,34,F,254
09,45,49,F,257
09,45,49,M,256
09,35,39,M,251
09,18,24,F,254
09,30,34,F,253
09,45,49,M,252
09,45,49,F,255
09,45,49,M,256
09,35,39,F,254
09,35,39,M,259
09,55,59,F,254
09,35,39,F,252
09,45,49,M,256
09,50,54,M,254
09,18,24,M,249
09,45,49,M,254
09,50,54,F,256
09,30,34,M,254
09,40,44,M,256
09,40,44,M,257
09,50,54,M,257
09,45,49,M,255
09,18,24,F,255
09,45,49,F,253
09,55,59,M,258
09,45,49,M,258
09,45,49,M,257
09,30,34,F,254
09,18,24,M,250
09,40,44,M,256
09,30,34,M,255
09,40,44,F,254
09,60,64,M,253
09,40,44,F,253
09,30,34,F,250
09,18,24,F,254
09,50,54,F,257
09,30,34,F,255
09,30,34,M,258
09,45,49,M,252
09,35,39,F,256
09,45,49,M,251
09,35,39,F,259
09,55,59,M,257
09,50,54,M,254
09,55,59,M,252
09,35,39,F,257
09,35,39,M,257
09,50,54,F,254
09,25,29,M,256
09,40,44,M,254
09,18,24,F,255
09,25,29,F,252
09,50,54,M,257
09,45,49,F,256
09,55,59,M,257
09,40,44,F,256
09,30,34,F,256
09,35,39,M,258
09,25,29,M,259
09,25,29,F,255
09,25,29,F,255
09,40,44,M,250
09,60,64,M,255
09,40,44,M,257
09,30,34,F,257
09,50,54,M,253
09,45,49,M,260
09,30,34,F,259
09,35,39,F,259
09,45,49,M,253
09,45,49,M,251
09,40,44,M,258
09,25,29,M,261
09,18,24,M,259
09,30,34,F,256
09,50,54,M,253
09,60,64,F,258
09,30,34,M,258
09,30,34,F,258
09,30,34,F,258
09,40,44,M,259
09,50,54,F,257
09,55,59,M,259
09,30,34,M,258
09,45,49,F,253
09,18,24,M,261
09,30,34,M,260
09,18,24,F,250
09,25,29,M,254
09,40,44,M,261
09,50,54,M,261
09,50,54,M,259
09,45,49,M,260
09,40,44,F,258
09,35,39,M,259
09,30,34,F,253
09,50,54,M,255
09,45,49,M,259
09,40,44,M,260
09,25,29,F,259
09,35,39,M,259
09,65,69,M,254
09,30,34,F,258
09,35,39,F,259
09,45,49,M,259
09,25,29,F,251
09,45,49,M,256
09,30,34,M,256
09,25,29,F,257
09,35,39,M,259
09,40,44,M,261
09,45,49,F,256
09,25,29,F,261
09,25,29,M,261
09,25,29,F,260
09,45,49,M,262
09,50,54,M,261
09,40,44,M,256
09,55,59,M,258
09,35,39,M,259
09,35,39,M,259
09,25,29,F,258
09,65,69,M,263
09,45,49,F,260
09,18,24,M,259
09,45,49,F,260
09,40,44,M,254
09,40,44,M,261
09,30,34,F,259
09,40,44,F,260
09,18,24,M,260
09,40,44,M,258
09,30,34,M,256
09,50,54,M,263
09,50,54,M,260
09,40,44,F,262
09,30,34,M,261
09,45,49,M,262
09,35,39,F,259
09,55,59,M,262
09,25,29,F,259
09,60,64,F,258
09,50,54,M,256
09,30,34,F,260
09,50,54,M,257
09,25,29,F,261
09,40,44,M,263
09,35,39,F,261
09,25,29,M,257
09,25,29,F,257
09,45,49,M,257
09,45,49,M,261
09,40,44,F,262
09,45,49,F,262
09,30,34,F,253
09,40,44,M,262
09,50,54,F,257
09,55,59,F,262
09,40,44,F,261
09,45,49,F,262
09,25,29,M,259
09,55,59,M,259
09,18,24,M,261
09,30,34,M,257
09,35,39,M,256
09,35,39,F,260
09,30,34,M,262
09,55,59,M,261
09,25,29,F,262
09,35,39,M,254
09,40,44,F,253
09,35,39,F,262
09,35,39,M,261
09,45,49,F,258
09,40,44,M,262
09,40,44,M,262
09,40,44,F,259
09,30,34,F,255
09,30,34,M,258
09,30,34,M,265
09,35,39,M,262
09,45,49,M,262
09,55,59,M,264
09,25,29,F,264
09,25,29,F,260
09,45,49,F,262
09,40,44,M,263
09,40,44,M,264
09,40,44,F,264
09,30,34,M,259
09,40,44,M,262
09,45,49,F,264
09,50,54,M,261
09,50,54,M,266
09,55,59,M,260
09,30,34,M,259
09,40,44,F,260
09,45,49,M,262
09,30,34,F,263
09,35,39,M,260
09,35,39,M,260
09,50,54,M,262
09,45,49,M,260
09,35,39,F,263
09,25,29,F,258
09,25,29,M,255
09,40,44,F,260
09,30,34,M,266
09,45,49,M,266
09,35,39,M,262
09,18,24,F,260
09,35,39,M,263
09,40,44,F,267
09,40,44,F,260
09,35,39,F,262
09,30,34,M,262
09,60,64,F,264
09,25,29,F,257
09,50,54,M,266
09,35,39,M,257
09,18,24,M,261
09,18,24,F,263
09,35,39,F,262
09,45,49,F,260
09,18,24,M,263
09,45,49,F,261
09,30,34,F,262
09,45,49,F,260
09,40,44,M,264
09,50,54,M,267
09,30,34,M,262
09,25,29,F,263
09,40,44,M,263
09,40,44,M,263
09,30,34,F,263
09,25,29,F,261
09,30,34,M,263
09,35,39,F,260
09,30,34,F,265
09,35,39,M,268
09,25,29,F,261
09,65,69,M,261
09,40,44,F,262
09,25,29,F,267
09,45,49,M,264
09,55,59,M,265
09,30,34,M,268
09,35,39,M,267
09,50,54,M,267
09,40,44,M,267
09,30,34,M,259
09,25,29,F,263
09,35,39,F,262
09,35,39,F,265
09,25,29,M,257
09,25,29,F,266
09,35,39,F,262
09,45,49,M,260
09,25,29,F,266
09,25,29,M,266
09,35,39,M,267
09,40,44,M,265
09,35,39,F,265
09,55,59,M,268
09,40,44,F,268
09,40,44,F,264
09,18,24,M,263
09,45,49,M,261
09,30,34,F,266
09,30,34,F,262
09,35,39,M,268
09,40,44,M,264
09,25,29,M,268
09,30,34,F,264
09,40,44,M,268
09,55,59,F,265
09,35,39,M,263
09,40,44,M,267
09,35,39,F,264
09,25,29,F,268
09,45,49,F,268
09,45,49,M,269
09,45,49,F,261
09,45,49,F,265
09,35,39,F,264
09,50,54,M,268
09,50,54,M,267
09,30,34,F,266
09,18,24,F,265
09,30,34,F,262
09,25,29,F,268
09,25,29,F,269
09,35,39,M,269
09,40,44,M,266
09,35,39,F,269
09,18,24,F,261
09,35,39,M,267
09,45,49,M,268
09,40,44,F,264
09,35,39,M,268
09,45,49,M,260
09,40,44,M,268
09,30,34,F,270
09,50,54,M,262
09,18,24,F,269
09,35,39,F,269
09,25,29,M,266
09,50,54,M,261
09,45,49,M,262
09,30,34,F,269
09,50,54,F,266
09,50,54,F,266
09,35,39,F,264
09,60,64,M,264
09,35,39,M,265
09,40,44,F,265
09,40,44,F,267
09,65,69,M,265
09,30,34,F,267
09,30,34,F,268
09,30,34,F,265
09,45,49,M,268
09,30,34,M,264
09,30,34,F,264
09,50,54,F,266
09,18,24,M,266
09,50,54,M,264
09,35,39,F,270
09,55,59,M,269
09,40,44,M,266
09,45,49,M,265
09,30,34,F,266
09,35,39,M,267
09,35,39,F,267
09,40,44,M,269
09,25,29,F,266
09,40,44,M,270
09,35,39,M,266
09,25,29,F,264
09,30,34,F,266
09,25,29,M,264
09,18,24,F,264
09,25,29,F,264
09,40,44,M,272
09,50,54,M,267
09,40,44,F,268
09,55,59,M,267
09,25,29,F,266
09,45,49,F,270
09,25,29,F,263
09,55,59,M,271
09,25,29,M,265
09,30,34,M,271
09,35,39,M,265
09,30,34,F,266
09,40,44,M,266
09,55,59,F,267
09,45,49,M,266
09,55,59,F,264
09,35,39,F,269
09,35,39,M,272
09,30,34,M,272
09,35,39,M,265
09,45,49,M,267
09,35,39,M,269
09,30,34,F,269
09,45,49,M,265
09,55,59,M,269
09,60,64,M,267
09,45,49,M,271
09,40,44,F,271
09,60,64,M,269
09,35,39,F,262
09,30,34,F,271
09,25,29,F,267
09,40,44,M,269
09,18,24,F,270
09,35,39,M,269
09,50,54,M,270
09,40,44,F,270
09,40,44,M,263
09,30,34,F,268
09,45,49,M,268
09,25,29,M,265
09,50,54,M,271
09,45,49,M,267
09,45,49,F,268
09,55,59,M,273
09,60,64,M,270
09,30,34,F,270
09,35,39,F,270
09,60,64,M,266
09,25,29,F,271
09,30,34,M,266
09,70,70,M,268
09,30,34,M,266
09,50,54,F,267
09,45,49,M,270
09,25,29,F,269
09,45,49,M,272
09,18,24,F,266
09,30,34,M,274
09,40,44,F,267
09,45,49,F,274
09,60,64,M,272
09,45,49,M,269
09,18,24,F,271
09,45,49,F,267
09,45,49,F,271
09,45,49,M,270
09,55,59,F,272
09,40,44,F,269
09,25,29,F,270
09,25,29,F,270
09,40,44,M,270
09,50,54,M,271
09,45,49,F,272
09,45,49,F,268
09,45,49,M,269
09,18,24,M,266
09,35,39,M,271
09,30,34,M,273
09,35,39,F,267
09,55,59,M,277
09,35,39,M,267
09,45,49,F,274
09,40,44,M,269
09,35,39,F,269
09,25,29,M,271
09,40,44,F,273
09,55,59,M,276
09,30,34,M,275
09,40,44,F,273
09,35,39,M,273
09,18,24,M,269
09,50,54,M,273
09,50,54,F,274
09,18,24,F,270
09,18,24,F,275
09,45,49,M,270
09,45,49,F,270
09,25,29,F,273
09,45,49,F,273
09,40,44,M,271
09,40,44,F,271
09,45,49,M,271
09,25,29,M,275
09,35,39,M,272
09,45,49,F,271
09,45,49,F,271
09,55,59,F,272
09,55,59,F,269
09,30,34,M,276
09,35,39,M,272
09,25,29,M,278
09,30,34,F,272
09,35,39,M,273
09,40,44,M,273
09,40,44,M,272
09,50,54,F,268
09,40,44,M,272
09,25,29,F,274
09,25,29,M,275
09,35,39,F,269
09,35,39,M,274
09,50,54,M,275
09,40,44,M,272
09,50,54,M,276
09,45,49,M,276
09,45,49,M,276
09,30,34,F,273
09,18,24,F,273
09,35,39,M,275
09,18,24,M,275
09,55,59,M,273
09,35,39,F,271
09,35,39,M,277
09,30,34,F,269
09,25,29,F,269
09,18,24,M,270
09,30,34,M,275
09,55,59,F,269
09,45,49,M,268
09,35,39,M,276
09,18,24,F,270
09,45,49,M,273
09,35,39,F,275
09,35,39,M,271
09,45,49,F,269
09,45,49,M,268
09,30,34,F,276
09,25,29,M,277
09,40,44,F,277
09,35,39,F,272
09,40,44,M,274
09,35,39,F,268
09,25,29,F,275
09,30,34,M,275
09,18,24,F,270
09,35,39,M,271
09,30,34,M,279
09,25,29,F,279
09,45,49,F,275
09,45,49,F,273
09,35,39,M,273
09,35,39,M,272
09,45,49,F,273
09,45,49,F,273
09,50,54,F,275
09,55,59,M,273
09,40,44,F,276
09,35,39,F,272
09,50,54,M,275
09,50,54,F,272
09,55,59,F,278
09,18,24,F,279
09,50,54,F,276
09,40,44,F,272
09,40,44,F,276
09,25,29,F,277
09,35,39,M,269
09,40,44,M,277
09,30,34,M,273
09,50,54,M,279
09,45,49,F,280
09,55,59,F,276
09,40,44,M,274
09,45,49,F,278
09,50,54,F,275
09,30,34,M,277
09,55,59,F,277
09,50,54,F,275
09,30,34,M,281
09,45,49,F,276
09,40,44,F,273
09,50,54,F,271
09,40,44,F,271
09,55,59,M,280
09,18,24,M,281
09,55,59,M,279
09,45,49,F,278
09,35,39,M,273
09,30,34,F,275
09,45,49,M,275
09,40,44,M,279
09,40,44,F,281
09,35,39,M,277
09,35,39,F,278
09,30,34,F,275
09,45,49,M,283
09,50,54,F,278
09,50,54,M,279
09,40,44,F,277
09,40,44,M,275
09,30,34,F,278
09,35,39,F,278
09,35,39,F,281
09,45,49,M,281
09,45,49,F,273
09,45,49,M,278
09,45,49,F,275
09,18,24,F,275
09,18,24,M,277
09,40,44,F,280
09,40,44,F,278
09,40,44,F,280
09,50,54,M,277
09,35,39,M,283
09,30,34,F,279
09,40,44,F,280
09,18,24,M,283
09,18,24,F,273
09,55,59,M,276
09,45,49,M,283
09,45,49,M,275
09,60,64,M,275
09,30,34,F,278
09,25,29,M,274
09,30,34,F,278
09,40,44,M,276
09,40,44,F,274
09,45,49,F,277
09,18,24,F,278
09,40,44,F,279
09,40,44,F,277
09,45,49,F,277
09,40,44,F,283
09,35,39,M,274
09,50,54,M,281
09,35,39,M,279
09,50,54,M,281
09,40,44,M,281
09,35,39,M,281
09,35,39,M,276
09,40,44,F,277
09,45,49,M,284
09,45,49,M,282
09,35,39,F,277
09,30,34,F,283
09,35,39,F,286
09,25,29,F,281
09,30,34,F,281
09,45,49,M,282
09,40,44,F,275
09,30,34,M,282
09,40,44,M,277
09,35,39,F,276
09,45,49,M,276
09,35,39,F,283
09,60,64,M,280
09,50,54,F,278
09,50,54,M,282
09,60,64,M,273
09,18,24,F,280
09,40,44,M,282
09,60,64,M,284
09,40,44,F,284
09,35,39,F,278
09,45,49,M,273
09,40,44,F,281
09,35,39,M,286
09,40,44,M,287
09,25,29,F,282
09,30,34,M,277
09,40,44,F,285
09,25,29,M,288
09,35,39,F,279
09,30,34,M,283
09,35,39,M,285
09,30,34,M,279
09,40,44,M,282
09,50,54,F,277
09,25,29,M,282
09,30,34,M,287
09,25,29,M,282
09,35,39,M,283
09,45,49,M,283
09,40,44,F,276
09,30,34,F,276
09,45,49,M,276
09,40,44,F,283
09,35,39,F,282
09,35,39,M,282
09,35,39,F,283
09,40,44,F,285
09,40,44,F,285
09,35,39,F,284
09,60,64,M,279
09,30,34,M,283
09,55,59,M,280
09,25,29,F,283
09,18,24,M,284
09,35,39,F,280
09,25,29,M,279
09,25,29,F,278
09,18,24,M,282
09,45,49,M,282
09,45,49,M,281
09,45,49,M,283
09,40,44,M,289
09,40,44,M,289
09,40,44,M,285
09,60,64,F,285
09,50,54,F,284
09,18,24,F,281
09,40,44,F,284
09,18,24,F,282
09,25,29,F,283
09,25,29,F,280
09,25,29,M,280
09,55,59,M,280
09,40,44,M,284
09,45,49,M,280
09,40,44,F,281
09,25,29,F,278
09,35,39,F,280
09,45,49,M,282
09,30,34,F,284
09,40,44,F,286
09,25,29,F,283
09,45,49,F,280
09,45,49,M,284
09,55,59,M,282
09,40,44,F,285
09,40,44,F,285
09,30,34,F,283
09,35,39,F,279
09,30,34,F,283
09,40,44,F,284
09,35,39,F,287
09,40,44,F,290
09,45,49,F,284
09,55,59,M,286
09,60,64,M,284
09,25,29,F,285
09,35,39,F,281
09,40,44,F,281
09,35,39,M,281
09,60,64,M,288
09,25,29,F,284
09,40,44,F,286
09,25,29,F,286
09,45,49,F,284
09,35,39,M,285
09,35,39,M,284
09,25,29,M,288
09,25,29,F,286
09,25,29,F,284
09,45,49,F,282
09,40,44,F,281
09,25,29,M,287
09,45,49,F,284
09,18,24,F,284
09,40,44,M,284
09,18,24,M,289
09,55,59,F,286
09,45,49,F,284
09,65,69,F,283
09,45,49,F,287
09,45,49,F,282
09,40,44,M,282
09,40,44,M,284
09,40,44,M,286
09,35,39,M,281
09,45,49,M,287
09,40,44,M,285
09,50,54,F,283
09,30,34,F,290
09,65,69,M,290
09,25,29,F,286
09,25,29,M,286
09,40,44,M,287
09,30,34,M,282
09,45,49,M,289
09,30,34,M,281
09,35,39,F,282
09,30,34,F,288
09,45,49,F,287
09,45,49,M,287
09,35,39,M,283
09,30,34,F,287
09,30,34,M,287
09,45,49,M,289
09,25,29,M,285
09,60,64,F,286
09,25,29,F,288
09,35,39,M,289
09,25,29,M,288
09,30,34,F,288
09,40,44,M,286
09,18,24,F,287
09,35,39,M,290
09,35,39,F,288
09,40,44,F,288
09,45,49,M,283
09,25,29,F,287
09,60,64,M,287
09,40,44,M,282
09,45,49,M,290
09,45,49,M,286
09,30,34,F,286
09,45,49,M,290
09,30,34,M,284
09,35,39,M,290
09,18,24,M,283
09,55,59,M,287
09,50,54,F,291
09,60,64,M,287
09,40,44,F,290
09,45,49,F,288
09,25,29,M,287
09,40,44,F,286
09,25,29,F,288
09,50,54,F,286
09,35,39,F,284
09,30,34,F,286
09,35,39,M,292
09,50,54,M,293
09,45,49,F,289
09,30,34,M,284
09,40,44,F,288
09,45,49,F,291
09,35,39,M,291
09,40,44,F,286
09,18,24,M,291
09,18,24,M,288
09,35,39,F,284
09,35,39,M,295
09,45,49,M,287
09,60,64,M,291
09,35,39,F,290
09,25,29,M,285
09,40,44,M,285
09,35,39,F,288
09,30,34,F,293
09,18,24,M,286
09,45,49,F,284
09,30,34,F,292
09,45,49,F,286
09,25,29,F,291
09,50,54,M,292
09,35,39,F,293
09,18,24,M,294
09,30,34,M,297
09,35,39,M,293
09,25,29,F,288
09,18,24,F,290
09,50,54,M,293
09,50,54,M,293
09,35,39,M,287
09,40,44,M,291
09,45,49,F,293
09,18,24,F,286
09,25,29,M,286
09,18,24,F,288
09,35,39,F,287
09,30,34,M,290
09,30,34,M,297
09,65,69,M,291
09,55,59,M,290
09,30,34,M,289
09,55,59,M,291
09,55,59,M,287
09,30,34,M,293
09,40,44,M,288
09,35,39,M,293
09,25,29,F,290
09,25,29,M,287
09,30,34,F,293
09,35,39,F,291
09,50,54,F,291
09,35,39,M,294
09,50,54,M,295
09,50,54,F,293
09,50,54,F,295
09,50,54,M,289
09,45,49,F,294
09,18,24,M,287
09,40,44,M,297
09,50,54,M,294
09,50,54,F,296
09,25,29,F,294
09,50,54,F,292
09,30,34,M,288
09,25,29,M,288
09,35,39,M,292
09,60,64,M,291
09,25,29,M,289
09,50,54,F,294
09,55,59,M,294
09,25,29,M,288
09,50,54,M,291
09,55,59,M,293
09,50,54,M,295
09,35,39,F,298
09,30,34,M,301
09,70,70,M,300
09,30,34,F,299
09,65,69,M,295
09,40,44,M,297
09,35,39,M,295
09,50,54,M,296
09,45,49,F,298
09,40,44,F,292
09,30,34,M,292
09,30,34,F,291
09,40,44,M,290
09,65,69,M,295
09,50,54,F,295
09,50,54,F,295
09,50,54,M,297
09,45,49,M,297
09,18,24,F,297
09,35,39,F,296
09,25,29,F,296
09,40,44,M,295
09,45,49,F,295
09,25,29,M,295
09,18,24,M,295
09,45,49,F,296
09,30,34,F,293
09,35,39,F,298
09,65,69,F,299
09,30,34,M,294
09,30,34,F,295
09,40,44,F,295
09,40,44,M,296
09,40,44,F,295
09,40,44,F,297
09,35,39,F,298
09,50,54,F,297
09,50,54,M,293
09,40,44,M,293
09,45,49,F,296
09,45,49,F,296
09,40,44,M,300
09,60,64,M,297
09,30,34,M,298
09,30,34,M,302
09,25,29,F,299
09,25,29,F,293
09,45,49,F,297
09,40,44,M,293
09,25,29,M,294
09,35,39,M,294
09,50,54,F,295
09,55,59,F,297
09,35,39,M,304
09,45,49,F,294
09,25,29,F,297
09,25,29,M,297
09,35,39,M,301
09,35,39,F,297
09,18,24,F,305
09,40,44,F,300
09,25,29,F,294
09,45,49,F,294
09,25,29,M,296
09,45,49,M,301
09,35,39,F,304
09,50,54,F,303
09,50,54,M,303
09,18,24,M,299
09,50,54,F,299
09,35,39,M,294
09,35,39,F,303
09,45,49,F,296
09,30,34,F,303
09,35,39,M,305
09,30,34,F,303
09,18,24,F,300
09,45,49,F,299
09,45,49,F,301
09,45,49,M,301
09,60,64,F,304
09,60,64,M,302
09,50,54,M,302
09,45,49,F,301
09,35,39,F,305
09,18,24,M,299
09,25,29,M,302
09,40,44,M,304
09,35,39,F,299
09,40,44,F,297
09,40,44,F,297
09,30,34,F,301
09,50,54,M,301
09,30,34,M,303
09,30,34,M,303
09,40,44,M,301
09,40,44,M,305
09,30,34,M,306
09,30,34,F,306
09,25,29,M,304
09,30,34,F,303
09,30,34,M,301
09,40,44,F,303
09,45,49,F,303
09,18,24,M,305
09,25,29,F,308
09,45,49,F,304
09,30,34,M,311
09,45,49,F,304
09,50,54,M,299
09,50,54,F,304
09,35,39,F,306
09,45,49,F,309
09,40,44,F,301
09,50,54,M,301
09,35,39,F,305
09,18,24,F,300
09,18,24,F,300
09,55,59,M,305
09,30,34,M,308
09,40,44,F,302
09,40,44,F,302
09,25,29,M,304
09,25,29,F,305
09,25,29,F,303
09,30,34,M,309
09,30,34,F,308
09,60,64,M,307
09,35,39,F,307
09,50,54,M,310
09,50,54,M,301
09,35,39,F,310
09,45,49,F,307
09,25,29,F,307
09,60,64,M,309
09,60,64,F,308
09,25,29,F,310
09,35,39,F,309
09,40,44,M,307
09,30,34,M,302
09,35,39,F,308
09,35,39,F,309
09,40,44,F,305
09,60,64,M,309
09,60,64,M,309
09,55,59,M,308
09,30,34,F,307
09,60,64,F,309
09,30,34,F,308
09,18,24,F,309
09,45,49,F,312
09,18,24,M,311
09,70,70,M,310
09,55,59,F,309
09,40,44,M,311
09,45,49,M,306
09,18,24,F,313
09,30,34,F,305
09,30,34,F,310
09,35,39,F,307
09,40,44,M,309
09,18,24,M,313
09,60,64,M,309
09,60,64,F,311
09,30,34,M,314
09,50,54,F,306
09,35,39,F,308
09,18,24,M,309
09,40,44,M,313
09,18,24,F,318
09,30,34,F,313
09,60,64,M,315
