Year,Min age,Max age,Sex,Chip Time (min)
04,20,24,F,273
04,35,39,F,273
04,45,49,M,273
04,50,54,F,273
04,30,34,F,273
04,55,59,F,274
04,40,44,M,273
04,35,39,F,273
04,40,44,M,274
04,40,44,F,273
04,25,29,F,274
04,35,39,F,273
04,35,39,F,274
04,45,49,F,274
04,35,39,M,273
04,50,54,M,273
04,30,34,F,275
04,25,29,F,275
04,55,59,F,275
04,30,34,F,274
04,35,39,F,274
04,45,49,M,275
04,30,34,F,275
04,40,44,F,275
04,25,29,F,274
04,35,39,M,275
04,30,34,F,275
04,30,34,M,274
04,35,39,F,275
04,45,49,F,275
04,45,49,F,274
04,45,49,M,275
04,50,54,F,276
04,25,29,M,276
04,50,54,M,276
04,40,44,M,275
04,30,34,M,275
04,25,29,M,276
04,30,34,M,276
04,20,24,F,276
04,50,54,F,276
04,30,34,M,275
04,30,34,F,276
04,50,54,M,276
04,45,49,M,276
04,50,54,M,277
04,40,44,F,277
04,55,59,M,277
04,30,34,M,278
04,45,49,M,277
04,25,29,F,276
04,60,64,M,277
04,45,49,F,278
04,35,39,M,277
04,45,49,F,278
04,35,39,M,277
04,40,44,F,278
04,50,54,M,279
04,30,34,M,278
04,40,44,M,279
04,50,54,M,279
04,50,54,M,278
04,35,39,M,278
04,45,49,M,279
04,30,34,F,279
04,40,44,M,280
04,35,39,F,279
04,25,29,F,280
04,45,49,F,280
04,50,54,F,279
04,35,39,M,280
04,45,49,M,280
04,45,49,M,280
04,35,39,M,280
04,30,34,M,279
04,30,34,F,280
04,35,39,M,280
04,35,39,F,280
04,45,49,M,281
04,45,49,F,280
04,25,29,F,280
04,30,34,F,281
04,40,44,F,282
04,35,39,M,281
04,20,24,M,282
04,35,39,F,282
04,30,34,F,282
04,30,34,M,282
04,35,39,F,281
04,35,39,F,282
04,40,44,M,283
04,70,70,M,282
04,40,44,F,282
04,40,44,F,283
04,45,49,M,283
04,50,54,F,283
04,35,39,F,283
04,45,49,M,283
04,45,49,M,284
04,55,59,M,284
04,25,29,M,283
04,30,34,F,283
04,50,54,M,284
04,30,34,M,283
04,25,29,M,284
04,30,34,M,285
04,25,29,F,284
04,25,29,M,284
04,20,24,F,284
04,40,44,M,285
04,25,29,M,285
04,25,29,F,285
04,45,49,M,285
04,40,44,F,285
04,25,29,F,285
04,40,44,F,286
04,15,19,M,285
04,40,44,F,286
04,50,54,M,285
04,40,44,M,285
04,40,44,M,285
04,40,44,M,286
04,50,54,M,286
04,40,44,F,285
04,35,39,F,285
04,60,64,F,286
04,45,49,M,287
04,45,49,M,286
04,40,44,M,286
04,40,44,F,286
04,35,39,F,286
04,20,24,F,288
04,45,49,M,286
04,25,29,M,287
04,40,44,M,288
04,35,39,M,287
04,55,59,M,288
04,45,49,M,287
04,40,44,F,287
04,30,34,F,287
04,50,54,F,287
04,70,70,M,288
04,35,39,M,288
04,35,39,M,287
04,55,59,M,288
04,45,49,F,288
04,45,49,F,288
04,35,39,M,288
04,45,49,F,288
04,25,29,M,288
04,45,49,M,288
04,35,39,M,288
04,40,44,F,289
04,25,29,F,289
04,30,34,F,289
04,45,49,F,289
04,45,49,M,290
04,25,29,F,289
04,45,49,M,289
04,35,39,F,289
04,40,44,F,289
04,35,39,F,289
04,40,44,M,290
04,55,59,M,289
04,25,29,F,289
04,50,54,F,289
04,25,29,M,290
04,25,29,F,290
04,45,49,F,290
04,40,44,M,290
04,30,34,F,290
04,40,44,M,291
04,30,34,M,290
04,40,44,M,291
04,40,44,F,291
04,25,29,M,291
04,40,44,F,291
04,35,39,F,291
04,35,39,F,291
04,45,49,M,292
04,35,39,F,292
04,40,44,M,292
04,25,29,M,291
04,30,34,M,291
04,45,49,F,292
04,35,39,F,292
04,35,39,F,294
04,25,29,F,294
04,45,49,F,294
04,50,54,M,295
04,30,34,M,295
04,25,29,F,294
04,25,29,F,295
04,45,49,F,296
04,45,49,M,296
04,50,54,M,296
04,40,44,M,298
04,35,39,M,297
04,35,39,F,297
04,35,39,F,297
04,40,44,M,300
04,30,34,F,299
04,35,39,F,299
04,25,29,F,300
04,45,49,M,299
04,40,44,F,299
04,35,39,F,300
04,30,34,F,300
04,40,44,M,300
04,45,49,M,299
04,35,39,F,301
04,30,34,F,301
04,30,34,F,303
04,50,54,M,303
04,25,29,M,302
04,25,29,F,302
04,40,44,M,304
04,20,24,M,304
04,25,29,F,304
04,25,29,F,304
04,55,59,M,305
04,45,49,F,305
04,25,29,M,305
04,40,44,F,306
04,35,39,M,306
04,35,39,F,306
04,20,24,F,307
04,40,44,M,307
04,20,24,M,308
04,25,29,F,309
04,40,44,F,309
04,40,44,M,310
04,30,34,F,310
04,20,24,F,310
04,45,49,F,310
04,40,44,F,310
04,35,39,M,312
04,35,39,F,311
04,30,34,M,311
04,40,44,F,312
04,30,34,M,313
04,50,54,F,311
04,20,24,F,312
04,35,39,M,314
04,25,29,F,313
04,45,49,M,313
04,30,34,M,314
04,50,54,F,314
04,45,49,M,314
04,55,59,M,315
04,30,34,F,314
04,25,29,F,314
04,25,29,F,317
04,25,29,F,315
04,35,39,M,315
04,35,39,F,316
04,25,29,F,316
04,55,59,F,317
04,45,49,M,317
04,55,59,F,318
04,40,44,M,318
04,40,44,F,320
04,35,39,M,320
04,50,54,F,319
04,40,44,M,321
04,25,29,F,321
04,45,49,M,321
04,40,44,M,324
04,35,39,F,324
04,60,64,F,325
04,25,29,F,325
04,55,59,F,326
04,40,44,M,326
04,60,64,M,327
04,40,44,F,330
04,30,34,M,330
04,40,44,M,331
04,30,34,F,333
04,40,44,M,335
04,40,44,F,344
04,30,34,M,345
04,30,34,M,353
04,50,54,F,356
04,40,44,F,364
05,30,34,M,229
05,50,54,M,240
05,35,39,M,243
05,45,49,M,248
05,50,54,M,249
05,20,24,F,253
05,35,39,F,254
05,25,29,M,257
05,25,29,M,260
05,20,24,F,261
05,30,34,F,262
05,40,44,M,263
05,25,29,M,265
05,55,59,M,266
05,55,59,M,266
05,35,39,M,267
05,45,49,M,268
05,40,44,F,270
05,35,39,F,270
05,40,44,F,272
05,50,54,M,272
05,45,49,M,272
05,35,39,F,273
05,40,44,M,273
05,25,29,F,273
05,35,39,F,273
05,30,34,F,273
05,40,44,M,273
05,55,59,M,273
05,45,49,M,274
05,35,39,F,274
05,40,44,F,275
05,35,39,F,276
05,25,29,F,276
05,30,34,M,276
05,25,29,F,276
05,20,24,F,277
05,50,54,M,277
05,55,59,M,278
05,25,29,F,279
05,45,49,F,279
05,30,34,F,279
05,30,34,M,279
05,35,39,F,280
05,35,39,F,281
05,50,54,F,281
05,45,49,M,281
05,50,54,F,282
05,40,44,F,282
05,40,44,F,282
05,35,39,F,282
05,45,49,M,282
05,45,49,F,282
05,40,44,F,283
05,45,49,F,284
05,50,54,M,284
05,55,59,F,285
05,45,49,M,285
05,25,29,F,285
05,40,44,M,287
05,25,29,F,287
05,50,54,M,288
05,50,54,F,289
05,35,39,F,289
05,40,44,F,291
05,25,29,M,291
05,35,39,M,291
05,40,44,F,292
05,45,49,F,293
05,50,54,F,294
05,45,49,F,294
05,30,34,F,294
05,45,49,M,294
05,20,24,M,285
05,45,49,F,295
05,40,44,F,297
05,30,34,F,297
05,40,44,M,298
05,25,29,F,298
05,50,54,M,298
05,25,29,M,295
05,50,54,M,298
05,45,49,F,298
05,35,39,M,298
05,30,34,F,298
05,50,54,F,298
05,40,44,F,299
05,40,44,F,299
05,20,24,F,299
05,45,49,M,299
05,45,49,M,299
05,30,34,M,299
05,40,44,M,299
05,55,59,F,301
05,40,44,F,302
05,60,64,F,302
05,35,39,F,302
05,45,49,F,303
05,35,39,F,303
05,40,44,F,305
05,55,59,M,306
05,30,34,F,306
05,40,44,M,306
05,55,59,M,307
05,45,49,F,307
05,25,29,F,307
05,35,39,F,307
05,35,39,M,298
05,35,39,F,309
05,55,59,M,309
05,40,44,F,309
05,35,39,F,311
05,25,29,F,311
05,45,49,M,311
05,45,49,M,312
05,45,49,F,312
05,35,39,M,312
05,50,54,M,312
05,55,59,M,312
05,30,34,M,312
05,60,64,M,312
05,25,29,M,313
05,60,64,F,313
05,55,59,M,314
05,20,24,M,314
05,25,29,M,314
05,45,49,F,315
05,60,64,M,315
05,65,69,M,317
05,65,69,M,317
05,55,59,M,317
05,45,49,M,317
05,60,64,M,317
05,50,54,M,318
05,35,39,F,318
05,30,34,F,318
05,45,49,M,318
05,45,49,F,319
05,50,54,M,319
05,45,49,F,320
05,45,49,M,320
05,35,39,F,320
05,40,44,F,321
05,45,49,F,321
05,45,49,F,321
05,50,54,F,322
05,25,29,F,322
05,40,44,M,322
05,25,29,F,323
05,40,44,F,323
05,25,29,F,323
05,50,54,F,323
05,60,64,F,324
05,40,44,M,324
05,40,44,M,326
05,30,34,F,326
05,40,44,F,326
05,40,44,F,326
05,45,49,F,327
05,35,39,F,327
05,40,44,F,327
05,45,49,F,328
05,60,64,M,328
05,35,39,M,328
05,45,49,F,327
05,25,29,F,328
05,40,44,M,328
05,35,39,M,329
05,40,44,M,329
05,35,39,F,330
05,30,34,M,330
05,50,54,F,330
05,30,34,F,329
05,25,29,F,329
05,45,49,F,331
05,50,54,F,331
05,55,59,M,331
05,40,44,F,331
05,45,49,F,332
05,25,29,M,332
05,50,54,F,332
05,25,29,F,332
05,60,64,M,333
05,55,59,M,333
05,45,49,F,333
05,30,34,F,333
05,25,29,M,333
05,50,54,F,334
05,40,44,F,334
05,35,39,F,334
05,50,54,F,334
05,45,49,M,334
05,40,44,F,334
05,35,39,F,335
05,50,54,M,325
05,45,49,F,336
05,45,49,F,336
05,50,54,M,336
05,30,34,M,327
05,50,54,F,336
05,25,29,M,337
05,25,29,M,337
05,30,34,F,337
05,30,34,F,338
05,35,39,F,338
05,30,34,M,336
05,45,49,M,339
05,40,44,F,339
05,45,49,M,343
05,30,34,M,343
05,25,29,F,345
05,20,24,F,345
05,30,34,F,345
05,35,39,F,345
05,20,24,F,343
05,50,54,F,347
05,30,34,M,348
05,30,34,M,349
05,45,49,F,349
05,65,69,M,350
05,70,70,M,350
05,45,49,M,351
05,40,44,F,351
05,45,49,M,351
05,20,24,F,352
05,20,24,F,352
05,60,64,M,352
05,35,39,M,352
05,60,64,M,353
05,40,44,F,353
05,50,54,F,353
05,45,49,M,353
05,35,39,F,354
05,35,39,M,354
05,20,24,M,354
05,35,39,F,354
05,45,49,F,354
05,35,39,F,354
05,45,49,M,355
05,35,39,M,356
05,45,49,F,357
05,20,24,F,356
05,30,34,M,357
05,55,59,F,357
05,45,49,F,358
05,45,49,F,359
05,50,54,M,359
05,50,54,F,359
05,55,59,F,359
05,40,44,F,359
05,70,70,M,361
05,45,49,F,361
05,40,44,F,362
05,35,39,M,362
05,40,44,F,363
05,45,49,F,365
05,30,34,F,366
05,40,44,F,366
05,30,34,F,347
05,45,49,M,368
05,35,39,F,368
05,25,29,M,369
05,20,24,F,369
05,30,34,F,370
05,60,64,M,370
05,30,34,M,371
05,20,24,F,374
05,45,49,M,365
05,50,54,M,376
05,50,54,F,376
05,60,64,F,381
05,35,39,F,382
05,45,49,M,383
05,30,34,M,386
05,25,29,F,386
05,45,49,M,387
05,35,39,F,387
05,55,59,F,388
05,20,24,F,389
05,45,49,F,389
05,45,49,M,389
05,40,44,F,389
05,35,39,M,389
05,30,34,F,389
05,30,34,F,389
05,45,49,F,389
05,25,29,M,389
05,25,29,M,389
05,35,39,F,389
05,35,39,F,389
05,35,39,F,389
05,70,70,M,389
05,45,49,M,389
05,25,29,M,389
05,35,39,F,389
05,30,34,F,389
05,40,44,F,389
05,45,49,F,389
05,25,29,M,389
05,60,64,F,389
05,50,54,F,389
05,25,29,M,389
05,40,44,F,389
05,50,54,M,389
05,55,59,F,389
05,40,44,F,389
05,40,44,F,389
05,35,39,M,131
05,25,29,M,132
05,18,24,M,134
05,30,34,M,135
05,25,29,M,138
05,30,34,M,138
05,30,34,M,138
05,18,24,M,140
05,25,29,M,143
05,25,29,M,144
05,25,29,M,144
05,40,44,M,145
05,25,29,M,146
05,30,34,M,150
05,18,24,M,151
05,25,29,M,151
05,25,29,M,153
05,35,39,M,156
05,30,34,F,156
05,25,29,F,158
05,35,39,F,161
05,45,49,M,162
05,30,34,F,163
05,25,29,M,164
05,40,44,M,165
05,40,44,M,166
05,18,24,F,168
05,35,39,M,168
05,45,49,M,168
05,45,49,M,171
05,25,29,M,172
05,35,39,M,172
05,50,54,M,172
05,45,49,M,172
05,30,34,M,173
05,18,24,M,173
05,40,44,M,175
05,30,34,M,175
05,40,44,M,176
05,35,39,M,176
05,30,34,M,177
05,30,34,M,178
05,35,39,M,178
05,40,44,M,178
05,30,34,M,179
05,45,49,M,179
05,45,49,M,179
05,18,24,M,179
05,35,39,M,179
05,45,49,M,180
05,35,39,M,180
05,40,44,M,181
05,35,39,F,181
05,35,39,M,181
05,40,44,M,181
05,40,44,M,182
05,70,70,M,182
05,35,39,F,182
05,35,39,M,182
05,35,39,M,183
05,40,44,F,183
05,40,44,M,183
05,30,34,M,183
05,40,44,M,183
05,30,34,M,183
05,18,24,M,183
05,40,44,M,183
05,35,39,M,183
05,30,34,M,184
05,40,44,M,185
05,35,39,M,185
05,30,34,M,185
05,18,24,M,185
05,45,49,M,185
05,40,44,M,185
05,30,34,F,186
05,45,49,M,186
05,30,34,M,186
05,40,44,M,186
05,25,29,M,186
05,35,39,M,187
05,40,44,M,187
05,45,49,M,187
05,30,34,M,187
05,30,34,M,187
05,35,39,M,187
05,30,34,M,187
05,40,44,M,187
05,35,39,M,188
05,45,49,M,188
05,55,59,M,188
05,40,44,M,188
05,35,39,M,188
05,50,54,M,188
05,35,39,M,188
05,30,34,M,189
05,18,24,M,189
05,30,34,M,189
05,30,34,M,189
05,30,34,M,189
05,30,34,M,189
05,30,34,M,189
05,35,39,M,189
05,50,54,M,190
05,35,39,M,189
05,35,39,M,190
05,35,39,M,190
05,45,49,M,190
05,35,39,M,190
05,35,39,M,191
05,45,49,M,191
05,25,29,M,191
05,45,49,M,191
05,40,44,M,191
05,25,29,M,191
05,40,44,M,191
05,30,34,M,192
05,40,44,M,192
05,30,34,M,192
05,35,39,M,192
05,35,39,M,192
05,45,49,M,192
05,30,34,M,192
05,35,39,M,192
05,25,29,F,193
05,40,44,M,193
05,35,39,M,192
05,25,29,M,193
05,40,44,M,194
05,40,44,M,194
05,18,24,M,194
05,40,44,M,194
05,40,44,M,194
05,50,54,M,194
05,45,49,M,194
05,35,39,M,194
05,35,39,M,194
05,55,59,M,194
05,45,49,M,194
05,35,39,M,195
05,45,49,M,195
05,35,39,M,195
05,35,39,M,195
05,45,49,M,195
05,30,34,M,195
05,45,49,M,195
05,45,49,M,195
05,30,34,M,196
05,40,44,M,196
05,45,49,M,195
05,45,49,M,196
05,30,34,M,196
05,30,34,M,196
05,30,34,M,196
05,40,44,M,196
05,30,34,M,196
05,25,29,M,197
05,45,49,M,197
05,30,34,M,197
05,50,54,M,197
05,40,44,M,197
05,40,44,M,198
05,40,44,F,198
05,40,44,M,198
05,35,39,F,198
05,25,29,F,198
05,40,44,M,197
05,25,29,M,198
05,40,44,M,198
05,35,39,M,198
05,40,44,M,198
05,30,34,M,198
05,40,44,M,198
05,25,29,M,198
05,35,39,M,198
05,50,54,M,198
05,45,49,M,198
05,30,34,M,198
05,30,34,M,199
05,40,44,M,199
05,35,39,M,199
05,40,44,M,198
05,40,44,M,199
05,18,24,F,199
05,25,29,M,199
05,40,44,M,199
05,35,39,M,199
05,40,44,M,199
05,40,44,M,199
05,30,34,M,199
05,50,54,M,199
05,40,44,M,200
05,40,44,M,200
05,45,49,M,200
05,40,44,M,200
05,40,44,M,200
05,18,24,M,200
05,18,24,F,201
05,40,44,M,201
05,35,39,M,201
05,35,39,M,201
05,50,54,M,201
05,30,34,M,201
05,45,49,M,201
05,40,44,M,202
05,40,44,M,202
05,35,39,M,202
05,30,34,M,200
05,45,49,M,202
05,45,49,M,202
05,30,34,M,202
05,35,39,M,203
05,60,64,M,203
05,35,39,M,203
05,40,44,M,203
05,25,29,M,203
05,25,29,F,204
05,45,49,M,203
05,18,24,M,203
05,45,49,M,203
05,50,54,M,203
05,18,24,M,204
05,25,29,M,204
05,45,49,M,204
05,25,29,M,204
05,45,49,M,204
05,35,39,M,204
05,18,24,M,204
05,30,34,M,203
05,25,29,M,204
05,50,54,M,204
05,18,24,M,205
05,25,29,M,205
05,45,49,M,205
05,40,44,M,205
05,40,44,M,204
05,35,39,M,205
05,50,54,M,205
05,40,44,F,206
05,45,49,M,206
05,40,44,M,205
05,40,44,M,205
05,50,54,M,206
05,30,34,M,206
05,60,64,M,206
05,40,44,M,206
05,35,39,M,206
05,45,49,M,206
05,35,39,M,206
05,18,24,M,206
05,25,29,M,207
05,35,39,M,207
05,30,34,F,207
05,45,49,M,207
05,25,29,M,207
05,25,29,F,207
05,18,24,M,207
05,45,49,M,207
05,30,34,M,208
05,40,44,M,208
05,35,39,F,207
05,35,39,M,207
05,45,49,M,208
05,18,24,M,207
05,55,59,M,208
05,40,44,M,208
05,18,24,M,208
05,30,34,F,208
05,40,44,M,208
05,40,44,M,208
05,40,44,M,209
05,35,39,M,209
05,35,39,M,208
05,50,54,M,208
05,30,34,F,209
05,45,49,M,208
05,40,44,M,208
05,30,34,F,209
05,30,34,M,209
05,40,44,M,209
05,45,49,M,209
05,35,39,M,209
05,40,44,F,209
05,40,44,M,208
05,40,44,F,209
05,40,44,M,209
05,18,24,M,209
05,45,49,M,209
05,45,49,M,209
05,45,49,M,209
05,30,34,M,208
05,45,49,M,209
05,35,39,M,210
05,35,39,M,209
05,30,34,M,209
05,45,49,M,209
05,35,39,M,210
05,45,49,M,209
05,45,49,F,210
05,45,49,M,210
05,35,39,F,210
05,50,54,M,210
05,35,39,F,210
05,45,49,M,210
05,30,34,M,210
05,50,54,M,210
05,50,54,M,211
05,18,24,M,209
05,30,34,F,210
05,45,49,M,210
05,45,49,M,211
05,45,49,M,210
05,35,39,F,210
05,35,39,M,211
05,40,44,F,211
05,40,44,M,210
05,40,44,M,211
05,18,24,M,210
05,50,54,M,211
05,35,39,F,211
05,30,34,M,211
05,50,54,M,210
05,40,44,M,210
05,40,44,M,211
05,35,39,M,211
05,18,24,F,211
05,40,44,M,211
05,35,39,M,211
05,35,39,M,211
05,40,44,M,211
05,40,44,F,211
05,18,24,M,211
05,35,39,F,211
05,45,49,M,211
05,55,59,M,211
05,35,39,M,212
05,35,39,M,212
05,30,34,M,212
05,50,54,M,212
05,40,44,F,212
05,55,59,M,212
05,40,44,M,212
05,35,39,M,213
05,35,39,M,213
05,50,54,F,213
05,30,34,M,213
05,45,49,M,213
05,25,29,M,214
05,35,39,M,214
05,30,34,M,214
05,35,39,M,214
05,45,49,M,214
05,30,34,M,213
05,40,44,M,213
05,18,24,M,213
05,40,44,M,214
05,40,44,M,214
05,45,49,M,214
05,50,54,F,214
05,30,34,M,214
05,60,64,M,215
05,35,39,M,214
05,35,39,M,215
05,40,44,M,215
05,25,29,M,215
05,50,54,M,215
05,35,39,M,215
05,30,34,M,215
05,35,39,M,214
05,45,49,M,215
05,40,44,F,216
05,40,44,M,216
05,50,54,M,215
05,35,39,M,216
05,35,39,M,216
05,40,44,M,216
05,50,54,M,216
05,50,54,M,216
05,50,54,M,216
05,35,39,M,215
05,25,29,F,215
05,40,44,M,216
05,35,39,M,215
05,35,39,M,215
05,50,54,F,216
05,18,24,M,215
05,45,49,M,216
05,40,44,F,216
05,40,44,M,216
05,30,34,M,216
05,40,44,M,216
05,25,29,F,216
05,30,34,F,216
05,30,34,M,216
05,18,24,M,216
05,40,44,M,217
05,50,54,M,217
05,45,49,M,217
05,30,34,M,217
05,25,29,M,216
05,45,49,M,217
05,45,49,M,217
05,18,24,F,217
05,18,24,M,217
05,30,34,F,217
05,45,49,M,217
05,35,39,F,217
05,30,34,M,217
05,30,34,M,218
05,55,59,M,218
05,45,49,M,217
05,40,44,M,218
05,40,44,M,218
05,55,59,M,218
05,40,44,F,218
05,35,39,M,217
05,25,29,F,218
05,25,29,F,218
05,25,29,M,219
05,45,49,M,218
05,35,39,F,218
05,25,29,M,218
05,55,59,M,219
05,60,64,M,219
05,25,29,M,219
05,35,39,M,219
05,30,34,M,218
05,40,44,M,218
05,18,24,M,219
05,45,49,M,219
05,30,34,F,219
05,30,34,M,219
05,25,29,M,218
05,30,34,M,219
05,30,34,F,219
05,35,39,F,220
05,35,39,F,220
05,45,49,M,219
05,40,44,M,219
05,45,49,M,219
05,40,44,M,220
05,30,34,M,220
05,35,39,M,220
05,45,49,M,220
05,45,49,M,220
05,35,39,M,219
05,40,44,F,219
05,35,39,M,220
05,40,44,M,220
05,40,44,F,220
05,30,34,M,221
05,18,24,F,220
05,30,34,M,220
05,40,44,M,221
05,50,54,M,221
05,30,34,F,220
05,30,34,F,221
05,45,49,M,221
05,40,44,M,221
05,40,44,M,221
05,25,29,M,221
05,30,34,F,221
05,50,54,M,220
05,55,59,M,222
05,55,59,M,221
05,45,49,M,221
05,40,44,F,221
05,25,29,M,222
05,50,54,M,222
05,45,49,M,222
05,35,39,M,222
05,45,49,M,222
05,35,39,M,222
05,45,49,M,222
05,35,39,F,222
05,35,39,F,222
05,35,39,F,221
05,40,44,M,222
05,40,44,M,221
05,18,24,M,222
05,40,44,F,222
05,35,39,M,223
05,25,29,M,223
05,55,59,M,221
05,35,39,M,221
05,40,44,M,223
05,35,39,F,222
05,40,44,M,223
05,35,39,M,223
05,65,69,M,222
05,35,39,M,223
05,45,49,F,222
05,45,49,M,222
05,18,24,F,222
05,35,39,F,223
05,40,44,M,222
05,25,29,M,223
05,35,39,F,223
05,40,44,F,223
05,40,44,M,224
05,50,54,M,223
05,55,59,M,224
05,25,29,M,224
05,35,39,F,222
05,40,44,M,223
05,35,39,M,224
05,18,24,F,224
05,35,39,M,224
05,50,54,M,224
05,25,29,M,222
05,30,34,M,224
05,35,39,M,224
05,40,44,F,224
05,70,70,M,225
05,30,34,M,224
05,30,34,M,225
05,25,29,F,225
05,45,49,M,224
05,40,44,M,225
05,35,39,F,225
05,30,34,F,224
05,35,39,F,224
05,40,44,M,225
05,18,24,F,225
05,40,44,M,224
05,25,29,M,225
05,30,34,M,224
05,25,29,F,225
05,35,39,F,225
05,45,49,M,225
05,45,49,F,224
05,40,44,M,224
05,40,44,F,224
05,40,44,M,226
05,35,39,M,225
05,40,44,M,225
05,55,59,M,225
05,40,44,M,226
05,40,44,M,226
05,40,44,F,226
05,45,49,M,225
05,40,44,M,226
05,30,34,F,226
05,40,44,M,225
05,45,49,M,226
05,45,49,M,224
05,40,44,F,225
05,30,34,F,224
05,40,44,M,225
05,30,34,M,225
05,40,44,M,225
05,50,54,F,226
05,30,34,M,226
05,35,39,M,226
05,40,44,F,225
05,30,34,F,226
05,45,49,M,226
05,30,34,M,227
05,40,44,F,227
05,18,24,M,227
05,45,49,M,227
05,18,24,F,227
05,40,44,M,227
05,30,34,F,227
05,30,34,M,227
05,35,39,M,226
05,35,39,M,228
05,18,24,M,227
05,30,34,M,228
05,35,39,F,227
05,30,34,M,226
05,45,49,M,227
05,25,29,M,227
05,50,54,M,228
05,40,44,M,228
05,40,44,M,228
05,45,49,M,228
05,50,54,M,228
05,18,24,M,227
05,35,39,M,228
05,50,54,M,227
05,35,39,M,228
05,30,34,F,228
05,25,29,M,228
05,25,29,F,228
05,40,44,M,228
05,35,39,F,228
05,18,24,M,228
05,30,34,M,228
05,40,44,F,228
05,30,34,M,228
05,18,24,F,228
05,45,49,M,228
05,45,49,M,229
05,40,44,M,228
05,50,54,F,228
05,40,44,M,228
05,18,24,F,229
05,50,54,M,229
05,25,29,F,228
05,55,59,M,229
05,25,29,M,228
05,50,54,F,228
05,30,34,M,228
05,40,44,F,229
05,30,34,F,228
05,40,44,M,229
05,45,49,F,229
05,45,49,M,229
05,30,34,M,229
05,35,39,M,229
05,35,39,F,229
05,45,49,M,228
05,40,44,M,229
05,25,29,F,229
05,45,49,M,230
05,30,34,M,229
05,35,39,F,229
05,40,44,M,229
05,30,34,M,229
05,40,44,F,229
05,25,29,F,230
05,45,49,F,229
05,40,44,F,229
05,50,54,M,230
05,25,29,M,229
05,45,49,M,230
05,55,59,M,229
05,40,44,F,230
05,25,29,F,230
05,45,49,M,230
05,35,39,M,230
05,35,39,M,230
05,45,49,F,230
05,35,39,F,230
05,40,44,F,230
05,50,54,F,231
05,25,29,F,231
05,40,44,M,230
05,35,39,M,230
05,30,34,M,230
05,50,54,M,231
05,40,44,M,231
05,35,39,F,231
05,45,49,M,231
05,50,54,M,232
05,25,29,F,232
05,45,49,F,231
05,40,44,M,232
05,25,29,M,231
05,50,54,M,231
05,40,44,M,230
05,40,44,F,231
05,35,39,F,232
05,50,54,M,231
05,40,44,F,231
05,40,44,F,231
05,40,44,F,231
05,40,44,F,232
05,45,49,F,232
05,40,44,M,232
05,45,49,F,232
05,35,39,M,232
05,35,39,M,232
05,40,44,M,233
05,35,39,M,233
05,30,34,F,233
05,35,39,F,232
05,50,54,M,233
05,35,39,M,233
05,40,44,M,232
05,40,44,M,233
05,40,44,F,233
05,40,44,M,233
05,45,49,F,233
05,35,39,M,233
05,35,39,F,233
05,18,24,M,232
05,45,49,M,233
05,50,54,F,233
05,50,54,M,234
05,18,24,M,233
05,18,24,M,233
05,60,64,M,233
05,35,39,M,234
05,45,49,M,234
05,18,24,M,233
05,50,54,M,235
05,35,39,F,233
05,30,34,F,234
05,40,44,F,234
05,25,29,F,234
05,30,34,M,234
05,35,39,F,234
05,45,49,F,234
05,40,44,M,234
05,40,44,M,234
05,65,69,F,235
05,30,34,M,235
05,30,34,F,235
05,30,34,M,235
05,50,54,M,235
05,45,49,F,235
05,30,34,F,234
05,30,34,F,235
05,30,34,M,234
05,35,39,M,235
05,35,39,F,234
05,30,34,F,234
05,30,34,M,235
05,35,39,M,235
05,45,49,M,235
05,30,34,F,235
05,50,54,M,234
05,40,44,M,235
05,55,59,M,236
05,30,34,F,233
05,25,29,M,235
05,40,44,F,235
05,40,44,F,236
05,40,44,M,235
05,30,34,F,235
05,40,44,F,235
05,45,49,F,235
05,45,49,M,236
05,45,49,F,235
05,65,69,M,236
05,40,44,F,236
05,35,39,F,236
05,40,44,M,235
05,30,34,M,235
05,30,34,M,236
05,25,29,F,236
05,25,29,F,235
05,55,59,M,237
05,45,49,F,235
05,35,39,M,235
05,40,44,F,236
05,40,44,M,237
05,55,59,M,235
05,18,24,M,237
05,40,44,M,236
05,45,49,M,236
05,45,49,M,237
05,45,49,M,236
05,30,34,F,236
05,40,44,F,237
05,55,59,M,235
05,25,29,M,237
05,35,39,M,236
05,30,34,M,237
05,40,44,M,237
05,45,49,F,237
05,45,49,M,237
05,40,44,M,237
05,50,54,F,237
05,45,49,M,237
05,50,54,M,237
05,40,44,M,237
05,35,39,M,237
05,45,49,M,238
05,35,39,M,237
05,25,29,M,238
05,50,54,M,238
05,25,29,F,237
05,40,44,F,238
05,35,39,M,237
05,45,49,M,239
05,50,54,M,238
05,55,59,M,239
05,50,54,M,237
05,40,44,M,238
05,45,49,M,238
05,40,44,F,238
05,35,39,M,238
05,30,34,F,237
05,50,54,F,238
05,25,29,F,239
05,45,49,M,239
05,18,24,F,239
05,45,49,M,239
05,40,44,M,238
05,40,44,M,239
05,50,54,M,239
05,60,64,M,239
05,25,29,F,238
05,45,49,F,240
05,40,44,F,238
05,35,39,F,239
05,35,39,F,239
05,35,39,F,239
05,50,54,F,239
05,18,24,F,238
05,45,49,M,239
05,45,49,M,238
05,25,29,F,238
05,55,59,M,239
05,35,39,M,239
05,55,59,M,239
05,40,44,M,239
05,25,29,F,240
05,50,54,M,239
05,35,39,M,238
05,55,59,M,238
05,45,49,M,239
05,25,29,M,239
